EV	PN EV	EV Book	Imp	Game	Player	Prop	O/U	FD	Bet365	DK	MGM	PN	Kambi	CZ	SZN	LYR	Splits	Opp Rank	LYR Opp Rank
-0.9	-1.5	-107 BR	52%	MIL @ CHW		f5_total	o 4.5	-120/-108	-	-125/-105	-118/-110	-111/-103	-107/-117	-125/-105	0%	0%		0	0
-0.9	-	188 BR	35%	KC @ TB		f5_spread	u 1.5	-220/+162	-	-210/+160	-210/+155	-	-245/188	-	0%	0%		0	0
-0.9	1.8	-159 BR	61%	DET @ LAA	Yusei Kikuchi	k	o 5.5	-180	-	-190/+140	-175/+130	-205/148	-159/118	-194/139	50%	0%	5,6,5,6,6,0	26th	7th
-0.9	-	-182 CZ	65%	CHC @ PIT		away_total	o 2.5	-215/+164	-	-195/+150	-225/+170	-	-205/163	-182/138	0%	0%		0	0
-0.9	-	150 FD	40%	BOS @ TOR	Ceddanne Rafaela	r	o 0.5	'+150	-	'+125/-175	'+125/-175	-	-	133/-184	44%	0%	0,0,0,0,0,1,0,1,3,2,0,0,0,1,0,0,0,1,1,0,0,2,1,0,1,1,2	23rd	10th
-0.9	-0.5	-165 ESPN	62%	ATH @ TEX		f5_total	o 4.0	-	-	-	-190/+145	-179/154	-	-	0%	0%		0	0
-1.0	-1.4	-190 ESPN	66%	WSH @ PHI		spread	o 2.5	-225/+172	-	-219/+164	-	-203/172	-	-228/151	0%	0%		0	0
-1.0	-1.7	-145 DK	59%	STL @ CIN		f5_spread	u -0.5	'+126/-168	-	'+114/-145	'+125/-165	131/-151	128/-162	-	0%	0%		0	0
-1.0	-	-102 MGM	50%	STL @ CIN		f5_ml	o  	-108/-116	-	-120/-110	-102/-120	-	-	-115/-115	0%	0%		0	0
-1.0	-	145 DK	41%	KC @ TB	Seth Lugo	k	o 5.5	'+118/-150	-	'+145	-	-	132/-177	-	33%	0%	4,2,6,4,5,8	17th	6th
-1.0	-	-350 MGM	78%	DET @ LAA		f3_spread	o 1.5	-	-	-445/+310	-350/+250	-	-	-	0%	0%		0	0
-1.0	-	340 FD	23%	COL @ SF	Matt Chapman	tb	o 3.5	'+340	-	'+265	-	-	-	-	0%	0%	1,1,1,1,0,1,2,2,0,0,0,0,0,0,0,1,2,2,2,0,2,0,0,1,0,1,0,1,0,0,0	28th	29th
-1.0	-0.9	116 FD	46%	COL @ SF		f5_total	u 3.5	-154/+116	-	-135/+105	-140/+105	-126/110	-127/102	-	0%	0%		0	0
-1.0	-	-159 BR	61%	CHC @ PIT	Enmanuel Valdez	h	o 0.5	-185	-	-190/+140	-190/+145	-	-159/123	-184/133	54%	0%	0,0,0,1,1,1,0,0,1,0,2,0,1,1,2,1,0,0,1,0,1,0,1,1	22nd	14th
-1.0	-3.1	-115 CZ	53%	CHC @ PIT		f5_away_total	u 1.5	-	-	'+105/-135	-	-102/-119	-	-115/-115	0%	0%		0	0
-1.0	-	-152 FD	60%	BOS @ TOR	Jose Berrios	k	o 4.5	-152/+120	-	-170	-	-	-190/140	-	50%	0%	5,8,2,6,3,4	27th	3rd
-1.0	-7.8	125 ESPN	44%	ATH @ TEX	Jeffrey Springs	k	u 4.5	-140/+110	-	-145/+110	-145/+110	-165/123	-141/107	-148/108	83%	100%	9,3,4,4,3,4	11th	23rd
-1.0	-	112 BR	47%	ARI @ NYM	Jesse Winker	h	u 0.5	-140	-	-130/-105	-130/+100	-	-143/112	-137/100	62%	100%	0,1,0,1,0,3,0,0,0,0,0,2,0,0,2,0,1,0,1,2,0	19th	29th
-1.1	-2.5	120 FD	45%	MIN @ CLE	Simeon Woods Richardson	k	o 4.5	'+120/-154	-	'+100/-130	'+100/-135	108/-144	108/-143	112/-154	80%	0%	5,6,5,3,7	8th	27th
-1.1	-	-106 CZ	51%	MIN @ CLE	Brooks Lee	single	o 0.5	-140	-	-120/-120	-	-	-	-106/-129	44%	0%	1,0,0,0,0,0,0,1,2,2,1,1,0,0,1,0	21st	1st
-1.1	-	-320 DK	76%	KC @ TB	Seth Lugo	k	o 3.5	-500	-	-320	-	-	-420/280	-	83%	0%	4,2,6,4,5,8	17th	6th
-1.1	-0.7	-235 MGM	70%	COL @ SF		ml	u  	'+210/-255	-	'+215/-265	'+195/-235	222/-247	-	215/-267	0%	0%		0	0
-1.1	-	-220 DK	69%	CHC @ PIT	Paul Skenes	k	o 5.5	-265	-	-220	-	-	-265/190	-	83%	0%	7,6,7,6,4,9	14th	18th
-1.1	-	-450 DK	82%	CHC @ PIT	Paul Skenes	k	o 4.5	-650	-	-450	-	-	-625/390	-	83%	0%	7,6,7,6,4,9	14th	18th
-1.1	-	420 DK	19%	CHC @ PIT		f3_spread	o -1.5	-	-	'+420/-660	'+320/-500	-	-	-	0%	0%		0	0
-1.1	0.6	188 FD	35%	CHC @ PIT		f5_spread	o -0.5	'+188/-260	-	'+175/-230	'+150/-200	170/-200	165/-220	-	0%	0%		0	0
-1.1	-	135 BR	43%	BOS @ TOR	Wilyer Abreu	r	o 0.5	'+105	-	'+115/-165	'+120/-160	-	135/-186	116/-160	39%	0%	3,0,1,1,0,0,2,2,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,2,0	23rd	10th
-1.2	-	115 BR	47%	DET @ LAA	Zach Mckinstry	h	u 0.5	-165	-	-135/+100	-135/+100	-	-150/115	-137/100	29%	100%	1,0,2,0,1,1,2,1,1,2,2,1,0,0,0,0,0,0,1,1,3,3,1,1,2,1,2,1	25th	19th
-1.2	-	-135 ESPN	57%	DET @ LAA	Yusei Kikuchi	k	u 6.5	'+116/-148	-	'+110	-	-	-	-	100%	100%	5,6,5,6,6,0	26th	7th
-1.2	-	-157 BR	61%	DET @ LAA	Andy Ibanez	r	u 0.5	-105	-	'+140/-195	'+140/-190	-	114/-157	139/-194	80%	100%	0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0	26th	5th
-1.2	-	180 BR	36%	DET @ LAA	Andy Ibanez	h	u 0.5	-220	-	-210/+155	-210/+155	-	-240/180	-214/152	65%	100%	0,0,0,0,1,1,1,0,2,0,0,0,1,0,2,0,0,0,0,1	25th	19th
-1.2	-0.3	-125 CZ	56%	COL @ SF		f5_home_total	u 2.5	-	-	'+105/-135	-	114/-138	-	-105/-125	0%	0%		0	0
-1.2	1.1	104 CZ	49%	CHC @ PIT	Colin Rea	k	o 4.5	-106/-120	-	-110/-120	-115/-110	-113/-117	100/-132	104/-142	50%	0%	0,1,1,5,5,7	22nd	4th
-1.3	-0.5	-385 BR	79%	STL @ CIN	Willson Contreras	hr	u 0.5	'+370	-	'+350	'+333/-450	347/-524	280/-385	290	89%	100%	0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1	27th	24th
-1.3	-	-200 FD	67%	STL @ CIN	Santiago Espinal	h	o 0.5	-200	-	-	-235/+180	-	-240/180	-234/165	50%	0%	2,0,0,0,0,2,2,0,0,1,1,1,2,0,0,2,1,0,3,0,0,3	12th	23rd
-1.3	-	-182 BR	65%	KC @ TB	Danny Jansen	r	u 0.5	'+115	-	'+160/-230	'+165/-225	-	133/-182	165/-234	77%	100%	0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0	6th	25th
-1.3	-	285 BR	26%	COL @ SF	Brenton Doyle	rbi	o 0.5	'+250	-	'+230/-330	'+230/-325	-	285/-435	236/-354	35%	0%	0,1,0,0,0,0,0,0,4,1,1,5,0,0,1,0,0,0,0,1	8th	12th
-1.3	-4.1	110 ESPN	48%	COL @ SF		total	o 7.5	-102/-120	-	'+105/-125	'+100/-120	112/-126	106/-127	100/-120	0%	0%		0	0
-1.3	-	-115 CZ	53%	COL @ SF		f3_spread	o 0.5	-	-	-125/-105	-135/+100	-	-	-115/-115	0%	0%		0	0
-1.3	-	-350 MGM	78%	BOS @ TOR		f5_total	o 2.5	-420/+280	-	-	-350/+250	-	-	-	0%	0%		0	0
-1.3	-	-132 BR	57%	ATH @ TEX	Kevin Pillar	r	u 0.5	-125	-	'+115/-160	'+115/-160	-	-104/-132	112/-154	62%	100%	1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0	25th	6th
-1.3	-0.6	105 ESPN	49%	ATH @ TEX		f5_total	o 5.0	-	-	-	-105/-125	-101/-114	-	-	0%	0%		0	0
-1.4	-	155 FD	39%	WSH @ PHI	Luis Garcia	rbi	o 0.5	'+155	-	'+130/-180	'+135/-175	-	150/-205	133/-184	22%	0%	1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1	17th	11th
-1.4	-	-215 DK	68%	WSH @ PHI		f1_total	u 1.5	-	-	'+165/-215	-	-	190/-245	-	0%	0%		0	0
-1.4	-	390 FD	20%	STL @ CIN	Santiago Espinal	tb	o 2.5	'+390	-	'+285	-	-	-	-	14%	0%	2,1,0,1,0,2,3,0,0,1,1,2,2,0,0,2,1,0,3,0,0,3	10th	21st
-1.4	-	-200 DK	67%	STL @ CIN		away_total	u 5.5	'+176/-230	-	'+155/-200	'+180/-235	-	-	170/-225	0%	0%		0	0
-1.4	-2.0	-106 BR	51%	STL @ CIN		f5_total	o 4.5	-115/-112	-	-120/-110	-115/-110	-109/-105	-106/-118	-125/-105	0%	0%		0	0
-1.4	-	165 FD	38%	MIN @ CLE	Carlos Santana	tb	o 1.5	'+165	-	'+145	-	-	138/-195	-	28%	0%	1,0,1,2,0,2,1,2,0,2,1,0,2,0,1,2,2,1,1,0,0,0,0,0,0,1,2,0,1	9th	18th
-1.4	-	215 FD	32%	KC @ TB	Shane Baz	k	o 6.5	'+215	-	'+180	-	-	185/-250	-	40%	0%	10,6,11,3,6	3rd	29th
-1.4	-0.2	-143 BR	59%	KC @ TB	Junior Caminero	tb	u 1.5	'+115	-	'+120/-165	'+120/-165	126/-170	104/-143	120/-166	66%	100%	1,4,1,1,2,0,1,0,1,0,3,1,1,3,2,0,1,2,1,2,0,2,1,1,1,1,2,3,0	8th	4th
-1.4	-	125 FD	44%	DET @ LAA	Jo Adell	single	o 0.5	'+125	-	'+105/-150	-	-	-	112/-154	36%	0%	1,1,1,0,1,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,1,0,0,0,1	10th	13th
-1.4	-2.5	-220 ESPN	69%	COL @ SF		total	o 5.5	-280/+210	-	-252/+187	-	-225/194	-265/185	-268/173	0%	0%		0	0
-1.4	-	125 BR	44%	COL @ SF		f3_total	o 2.5	-	-	'+120/-154	'+115/-155	-	125/-155	100/-130	0%	0%		0	0
-1.4	-	160 FD	38%	CHC @ PIT	Andrew Mccutchen	rbi	o 0.5	'+160	-	'+130/-180	'+135/-175	-	155/-215	139/-194	32%	0%	0,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,2	18th	8th
-1.4	-	-305 BR	75%	BOS @ TOR	Jarren Duran	sb	u 0.5	'+250	-	'+260/-390	-	-	210/-305	-	100%	100%		6th	14th
-1.4	-2.4	-105 MGM	51%	BOS @ TOR		f5_total	o 4.5	-114/-114	-	-115/-115	-105/-125	-107/-107	-112/-112	-125/-105	0%	0%		0	0
-1.4	0.9	100 CZ	50%	ATH @ TEX		home_total	o 4.5	-111/-115	-	-115/-115	-105/-125	-110/-106	-112/-112	100/-133	0%	0%		0	0
-1.4	-2.4	150 MGM	40%	ATH @ TEX		spread	u 1.5	-170/+132	-	-166/+140	-185/+150	-164/147	-	-165/140	0%	0%		0	0
-1.4	4.7	-109 CZ	52%	ARI @ NYM	Kodai Senga	outs	u 17.5	-	-	-115/-120	-115/-120	106/-140	-	-125/-109	60%	100%	15,15,21,17,18	0	0
-1.4	-	-300 MGM	75%	ARI @ NYM		f5_total	o 2.5	-360/+260	-	-	-300/+220	-	-	-	0%	0%		0	0
-1.5	-	-125 CZ	56%	WSH @ PHI		f3_spread	o 0.5	-	-	-140/+110	-140/+105	-	-	-125/-105	0%	0%		0	0
-1.5	-	-106 BR	51%	MIN @ CLE	Steven Kwan	r	o 0.5	-130	-	-120/-115	-118/-115	-	-106/-129	-117/-117	47%	0%	1,2,1,0,0,1,2,1,0,0,1,2,1,0,0,1,0,0,0,0,1,2,1,0,1,0,0,0,0,0	7th	9th
-1.5	-	-225 DK	69%	MIN @ CLE	Kody Clemens	rbi	u 0.5	'+200	-	'+160/-225	-	-	190/-265	-	100%	100%	0,0,0	21st	2nd
-1.5	-	-114 BR	53%	MIL @ CHW	Christian Yelich	r	o 0.5	-130	-	-130/-105	-130/-105	-	-114/-120	-129/-106	30%	0%	0,0,0,0,2,0,0,0,1,0,1,2,1,0,0,0,0,1,0,0,3,0,2,0,0,0,0,1,0,0	17th	4th
-1.5	-5.7	520 FD	16%	MIL @ CHW	Andrew Benintendi	hr	o 0.5	'+520	-	'+390	'+400/-550	407/-654	410/-625	380	24%	0%	1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0	19th	21st
-1.5	-1.1	110 MGM	48%	KC @ TB		f5_total	u 4.0	-	-	-	-145/+110	-120/105	-	-	0%	0%		0	0
-1.5	-	-155 FD	61%	DET @ LAA	Jo Adell	h	o 0.5	-155	-	-180/+135	-185/+135	-	-	-174/126	48%	0%	1,1,1,0,2,0,0,0,2,1,0,0,1,0,3,0,1,1,0,0,1,0,0,0,1	5th	5th
-1.5	-	-300 MGM	75%	DET @ LAA		f5_total	u 6.5	'+240/-350	-	-	'+220/-300	-	-	-	0%	0%		0	0
-1.5	-2.4	-105 ESPN	51%	COL @ SF		spread	u 1.5	-115/-111	-	-108/-112	-110/-110	-105/-105	-	100/-120	0%	0%		0	0
-1.5	-1.7	-127 BR	56%	COL @ SF		f5_spread	u 0.5	'+116/-154	-	'+110/-140	'+105/-140	115/-132	100/-127	115/-145	0%	0%		0	0
-1.5	-	-250 ESPN	71%	BOS @ TOR		f5_spread	u -1.5	'+225/-320	-	'+210/-280	'+210/-295	-	-	-	0%	0%		0	0
-1.5	-	-300 MGM	75%	ATH @ TEX		f5_spread	u -1.5	'+255/-360	-	'+250/-345	'+220/-300	-	-	-	0%	0%		0	0
-1.6	-	205 BR	33%	WSH @ PHI	Bryson Stott	rbi	o 0.5	'+165	-	'+175/-245	'+180/-235	-	205/-286	172/-244	37%	0%	0,2,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,3,0,3,0,0,0,1,0,0,1	27th	23rd
-1.6	-	-150 ESPN	60%	WSH @ PHI		away_total	o 3.5	-170/+132	-	-165/+130	-175/+135	-	-	-162/125	0%	0%		0	0
-1.6	-	133 CZ	43%	STL @ CIN	Jordan Walker	single	o 0.5	-105	-	'+120/-170	-	-	-	133/-184	54%	0%	1,1,2,1,1,0,3,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,1,0	1st	4th
-1.6	-	-320 DK	76%	STL @ CIN		away_total	u 6.5	'+285/-400	-	'+245/-320	'+280/-400	-	-	260/-400	0%	0%		0	0
-1.6	-	-105 DK	51%	DET @ LAA		f3_ml	u  	-	-	-125/-105	-102/-130	-	-	-125/-105	0%	0%		0	0
-1.6	-	-170 ESPN	63%	ATH @ TEX		home_total	o 3.5	-205/+158	-	-195/+150	-190/+145	-	-	-175/138	0%	0%		0	0
-1.6	-	150 BR	40%	ARI @ NYM	Geraldo Perdomo	r	o 0.5	'+140	-	'+125/-180	'+130/-175	-	150/-215	126/-174	40%	0%	0,0,0,1,1,0,1,2,0,0,0,0,2,0,1,0,1,0,1,1,0,1,0,0,0,0,1,2,0,0	1st	16th
-1.6	-	-117 BR	54%	ARI @ NYM		f1_total	u 0.5	-	-	'+100/-130	-	-	-106/-117	-	0%	0%		0	0
-1.7	-	450 BR	18%	STL @ CIN	Santiago Espinal	double	o 0.5	'+420	-	'+330/-500	-	-	450/-910	334/-554	27%	0%	0,1,0,1,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1	23rd	23rd
-1.7	-	430 BR	19%	STL @ CIN	Nolan Arenado	double	o 0.5	'+350	-	'+320/-500	-	-	430/-835	323/-529	33%	0%	0,1,1,0,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,1,0,1,0,0,0,2,0	18th	21st
-1.7	-	112 CZ	47%	STL @ CIN	Masyn Winn	single	o 0.5	-155	-	'+110/-155	-	-	-	112/-154	42%	0%	0,0,0,0,0,2,2,4,0,1,0,0,1,1,1,0,0,0,1	1st	4th
-1.7	-	-180 BR	64%	STL @ CIN	Masyn Winn	h	o 0.5	-320	-	-195/+150	-200/+155	-	-180/138	-204/146	53%	0%	0,0,0,0,0,2,2,2,1,1,0,0,1,1,1,2,0,0,2	2nd	15th
-1.7	-	-750 DK	88%	STL @ CIN	Andrew Abbott	k	o 2.5	-1400	-	-750	-	-	-	-	100%	0%	5,11,4	7th	21st
-1.7	-	155 BR	39%	MIL @ CHW	Edgar Quero	r	o 0.5	'+135	-	'+130/-185	'+135/-185	-	155/-220	133/-184	15%	0%	0,0,0,0,0,1,0,0,0,2,0,0,0	15th	26th
-1.7	-	-165 BR	62%	KC @ TB	Jonathan India	h	o 0.5	-195	-	-190/+140	-185/+140	-	-165/128	-194/139	57%	0%	0,2,1,3,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,3,0,0,1,1,0,2,1,1	8th	10th
-1.7	-	-2500 DK	96%	COL @ SF	Ryan Mcmahon	sb	u 0.5	-	-	'+1300/-2500	-	-	-	-	100%	100%		9th	27th
-1.7	-	-130 BR	57%	CHC @ PIT	Dansby Swanson	h	o 0.5	-150	-	-140/+105	-140/+110	-	-130/100	-160/116	55%	0%	1,1,0,1,0,2,2,1,0,0,2,0,0,2,0,0,1,0,0,1,0,1,2,0,1,2,1,0,0,1,3	14th	24th
-1.7	-	170 CZ	37%	CHC @ PIT		away_total	o 4.5	'+150/-194	-	'+150/-195	'+145/-190	-	160/-205	170/-225	0%	0%		0	0
-1.7	-1.2	-152 BR	60%	ARI @ NYM		total	o 7.0	-	-	-164/+125	-	-159/140	-152/123	-	0%	0%		0	0
-1.8	-	600 FD	14%	WSH @ PHI	Kyle Schwarber	double	o 0.5	'+600	-	'+450/-750	-	-	390/-715	-	13%	0%	0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0	5th	16th
-1.8	-	160 BR	38%	STL @ CIN	Yohel Pozo	tb	o 1.5	'+140	-	'+140	'+135/-190	-	160/-235	-	29%	0%	1,3,1,1,0,1,2	13th	17th
-1.8	-	-174 CZ	64%	MIN @ CLE	Harrison Bader	h	o 0.5	-190	-	-200/+150	-200/+150	-	-200/150	-174/126	43%	0%	2,0,0,1,1,0,0,2,2,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,2,1,1,1	24th	2nd
-1.8	-1.4	-166 DK	62%	MIN @ CLE		spread	u -1.5	'+144/-186	-	'+140/-166	'+150/-185	150/-178	-	150/-178	0%	0%		0	0
-1.8	-	-152 BR	60%	MIL @ CHW	Lenyn Sosa	h	o 0.5	-210	-	-170/+125	-165/+130	-	-152/118	-174/126	66%	0%	1,0,0,0,3,0,1,0,0,1,2,2,0,0,2,2,2,1,1,1,1,1,0,1,2,1,1,0,2	13th	9th
-1.8	-4.5	520 FD	16%	MIL @ CHW	Jake Bauers	hr	o 0.5	'+520	-	'+390	'+400/-550	402/-644	450/-715	360	11%	0%	0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0	21st	27th
-1.8	-	100 BR	50%	MIL @ CHW	Jake Bauers	h	u 0.5	-145	-	-	-115/-115	-	-130/100	-121/-113	63%	100%	0,1,1,0,0,1,0,0,0,0,0,0,3,1,1,0,0,0,1	18th	26th
-1.8	-	-180 BR	64%	KC @ TB	Junior Caminero	rbi	u 0.5	'+135	-	'+150/-215	'+160/-210	-	135/-180	152/-214	69%	100%	0,0,1,0,0,0,0,1,1,0,0,0,1,3,2,0,0,2,0,0,0,0,0,1,0,0,0,1,0	3rd	3rd
-1.8	-	160 BR	38%	KC @ TB	Brandon Lowe	h	u 0.5	-180	-	-185/+135	-190/+140	-	-210/160	-194/139	33%	100%	1,2,1,0,3,0,2,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,2,1,0	6th	13th
-1.8	-	-650 DK	87%	DET @ LAA	Yusei Kikuchi	k	o 3.5	-1400	-	-650	-	-	-	-	83%	0%	5,6,5,6,6,0	26th	7th
-1.8	-3.8	-105 DK	51%	DET @ LAA		total	u 8.5	-106/-114	-	-115/-105	-110/-110	-109/-103	-108/-112	-110/-110	0%	0%		0	0
-1.8	-	210 FD	32%	COL @ SF	Hunter Goodman	rbi	o 0.5	'+210	-	'+175/-250	'+185/-250	-	-	172/-244	26%	0%	0,0,1,1,1,0,0,0,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,3,0,0	8th	12th
-1.8	-	-500 MGM	83%	CHC @ PIT		f3_spread	u -1.5	-	-	'+420/-660	'+320/-500	-	-	-	0%	0%		0	0
-1.8	-0.2	-120 ESPN	55%	ATH @ TEX		f5_total	o 4.5	-135/+104	-	-130/+100	-130/+100	-129/112	-130/106	-130/100	0%	0%		0	0
-1.8	-	158 FD	39%	ATH @ TEX		home_total	u 3.5	-205/+158	-	-195/+150	-190/+145	-	-	-175/138	0%	0%		0	0
-1.9	0.9	110 CZ	48%	WSH @ PHI		f5_home_total	u 2.5	-	-	-130/+100	-	-119/-102	-	-140/110	0%	0%		0	0
-1.9	-	-205 BR	67%	STL @ CIN	Matt Mclain	h	o 0.5	-260	-	-235/+175	-225/+175	-	-205/155	-244/172	45%	0%	0,2,1,2,1,0,0,0,0,1,0,1,0,2,1,0,0,0,0,1,0,1	12th	23rd
-1.9	-	-290 DK	74%	STL @ CIN		f1_total	u 1.5	-	-	'+220/-290	-	-	250/-335	-	0%	0%		0	0
-1.9	-	200 FD	33%	MIN @ CLE	Daniel Schneemann	tb	o 1.5	'+200	-	'+175	-	-	-	-	14%	0%	0,1,0,0,1,0,0,0,1,2,2,2,0,1,0,1,1,1,1,1,0	9th	18th
-1.9	-5.9	105 MGM	49%	MIL @ CHW	Chad Patrick	k	o 4.5	'+100/-128	-	-110/-120	'+105/-135	102/-135	-112/-120	-109/-125	33%	0%	1,5,4,3,7,2	18th	14th
-1.9	-	-260 ESPN	72%	DET @ LAA	Yusei Kikuchi	k	u 7.5	'+240	-	'+215	-	-	-	-	100%	100%	5,6,5,6,6,0	26th	7th
-1.9	-	550 FD	15%	CHC @ PIT	Alexander Canario	tb	o 3.5	'+550	-	'+400	-	-	-	-	0%	0%	0,1,0,1,0,0,1,0,0,0,0,0	20th	7th
-1.9	-3.9	-190 BR	66%	CHC @ PIT		total	u 9.0	-	-	'+147/-194	-	162/-185	145/-190	151/-228	0%	0%		0	0
-1.9	-	-154 DK	61%	CHC @ PIT		f3_spread	o 0.5	-	-	-154/+120	-185/+135	-	-	-160/130	0%	0%		0	0
-1.9	-2.7	134 FD	43%	BOS @ TOR	Jose Berrios	k	o 5.5	'+134	-	'+120/-155	'+120/-155	120/-161	116/-155	116/-160	33%	0%	5,8,2,6,3,4	27th	3rd
-1.9	-	-290 FD	74%	BOS @ TOR	Bo Bichette	h	o 0.5	-290	-	-340	-	-	-375/260	-	69%	0%	0,2,4,1,0,2,0,0,3,0,1,3,0,1,3,2,0,1,2,1,2,2,1,0,1,1,0,2,2	21st	22nd
-1.9	-	150 FD	40%	BOS @ TOR	Alex Bregman	rbi	o 0.5	'+150	-	'+125/-175	'+130/-165	-	148/-200	133/-184	38%	0%	0,0,0,0,0,0,3,1,6,0,0,1,1,0,0,0,0,4,0,0,0,0,3,0,2,1,0,1,1	22nd	22nd
-1.9	-1.0	-105 MGM	51%	BOS @ TOR		ml	o  	-108/-108	-	-112/-108	-105/-115	-107/-101	-	-110/-110	0%	0%		0	0
-2.0	-	-285 MGM	74%	WSH @ PHI		f5_total	o 3.5	-320/+225	-	-	-285/+210	-	-	-	0%	0%		0	0
-2.0	-2.3	133 BR	43%	STL @ CIN	Spencer Steer	tb	o 1.5	'+115	-	'+115/-160	'+115/-160	118/-159	133/-190	116/-160	25%	0%	0,0,2,0,0,0,1,1,2,0,1,0,0,1,0,2,0,2,1,2,2,1,0,1	10th	21st
-2.0	-	116 CZ	46%	STL @ CIN	Nolan Arenado	single	o 0.5	-130	-	'+110/-155	-	-	-	116/-160	41%	0%	1,1,0,1,1,2,1,2,0,0,0,0,1,0,1,0,0,2,0,0,0,0,1,0,0,0,0	1st	4th
-2.0	-4.5	-750 MGM	88%	STL @ CIN	Jose Barrero	hr	u 0.5	'+870	-	'+550	'+500/-750	498/-877	600/-1115	-	100%	100%		27th	24th
-2.0	-2.5	-130 DK	57%	MIN @ CLE	Simeon Woods Richardson	k	u 4.5	'+120/-154	-	'+100/-130	'+100/-135	108/-144	108/-143	112/-154	20%	100%	5,6,5,3,7	8th	27th
-2.0	-	-135 FD	57%	MIN @ CLE	Daniel Schneemann	h	o 0.5	-135	-	-150/+110	-150/+115	-	-	-154/112	48%	0%	0,1,0,0,0,0,0,0,1,2,2,1,0,1,0,1,0,1,1,1,0	16th	17th
-2.0	-	215 BR	32%	MIL @ CHW	Brice Turang	h	u 0.5	-230	-	-260/+190	-250/+190	-	-295/215	-254/178	17%	100%	1,1,1,1,3,1,1,1,1,2,1,2,0,3,1,2,1,1,0,1,1,2,0,4,3,1,0,0,1,1	18th	26th
-2.0	-2.6	-165 ESPN	62%	MIL @ CHW		spread	u -2.5	'+142/-184	-	'+137/-180	-	145/-169	-	133/-198	0%	0%		0	0
-2.0	-	-130 CZ	57%	MIL @ CHW		f3_spread	u -0.5	-	-	'+110/-140	'+110/-150	-	-	100/-130	0%	0%		0	0
-2.0	-	-157 BR	61%	KC @ TB	Vinnie Pasquantino	h	o 0.5	-180	-	-180/+130	-175/+130	-	-157/120	-184/133	50%	0%	2,0,1,0,0,2,1,0,1,0,0,1,0,3,1,0,0,1,0,2,0,1,0,0,1,1,1,0,0,1	8th	10th
-2.0	-	-200 MGM	67%	KC @ TB		f5_total	u 5.5	'+164/-225	-	'+165/-215	'+154/-200	-	-	-	0%	0%		0	0
-2.0	-	128 BR	44%	DET @ LAA	Justyn Henry Malloy	h	u 0.5	-160	-	-150/+110	-150/+115	-	-167/128	-160/116	68%	100%	2,0,0,1,0,1,0,2,0,0,1,0,0,0,0,0,1,2,0,0,0,0	25th	19th
-2.0	-	230 FD	30%	COL @ SF	Matt Chapman	tb	o 2.5	'+230	-	'+190	-	-	-	-	0%	0%	1,1,1,1,0,1,2,2,0,0,0,0,0,0,0,1,2,2,2,0,2,0,0,1,0,1,0,1,0,0,0	28th	29th
-2.0	-	152 FD	40%	COL @ SF		home_total	u 3.5	-200/+152	-	-175/+135	-185/+140	-	-	-182/138	0%	0%		0	0
-2.0	-	-165 ESPN	62%	COL @ SF		home_total	o 3.5	-200/+152	-	-175/+135	-185/+140	-	-	-182/138	0%	0%		0	0
-2.0	-4.4	-115 ESPN	53%	COL @ SF		away_total	o 2.5	-130/+102	-	-125/-105	-130/+100	-113/-103	-125/100	-	0%	0%		0	0
-2.0	-6.5	-115 DK	53%	CHC @ PIT	Paul Skenes	k	o 6.5	-126/-102	-	-115/-110	-135/+100	-115/-115	-125/-107	-137/100	50%	0%	7,6,7,6,4,9	14th	18th
-2.0	-3.6	-200 MGM	67%	CHC @ PIT		f5_spread	u -0.5	'+188/-260	-	'+175/-230	'+150/-200	170/-200	165/-220	-	0%	0%		0	0
-2.0	-	140 BR	42%	BOS @ TOR	Jose Berrios	k	u 4.5	-152/+120	-	-170	-	-	-190/140	-	50%	100%	5,8,2,6,3,4	27th	3rd
